blurred_vision,cough,diarrhea,excessive_thirst,fatigue,fever,frequent_urination,headache,high_fever,joint_pain,nausea,rash,runny_nose,sensitivity_to_light,sneezing,sore_throat,stomach_pain,vomiting,weight_loss,target_disease
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes
0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Migraine
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,Food Poisoning
1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,Diabetes
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,Anemia
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,Dengue
1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Diabetes
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Allergy
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,Allergy
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Food Poisoning
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,Migraine
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Food Poisoning
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,Dengue
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,Food Poisoning
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Allergy
1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Diabetes
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Common Cold
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Common Cold
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,Common Cold
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Anemia
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,Allergy
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,Food Poisoning
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Allergy
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Food Poisoning
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,Diabetes
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,Common Cold
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Allergy
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Food Poisoning
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,Dengue
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Anemia
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,Food Poisoning
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Food Poisoning
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,Common Cold
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Anemia
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,Food Poisoning
1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,Common Cold
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,Common Cold
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Allergy
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,Common Cold
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Common Cold
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Migraine
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,Migraine
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,Food Poisoning
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Diabetes
0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,Dengue
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Migraine
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Common Cold
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,Allergy
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Migraine
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,Common Cold
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Migraine
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Allergy
0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Anemia
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Dengue
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Allergy
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Common Cold
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Diabetes
0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,Dengue
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,Common Cold
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Allergy
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Food Poisoning
1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Diabetes
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,Migraine
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes
0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,Allergy
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Food Poisoning
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Diabetes
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,Dengue
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Migraine
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Diabetes
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Allergy
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Migraine
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Food Poisoning
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,Food Poisoning
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Dengue
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Migraine
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,Food Poisoning
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Allergy
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Anemia
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Common Cold
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Common Cold
0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Allergy
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Diabetes
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Migraine
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,Dengue
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Allergy
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Anemia
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Anemia
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,Common Cold
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,Food Poisoning
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Anemia
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Anemia
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Diabetes
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Diabetes
0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Diabetes
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,Food Poisoning
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Migraine
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Anemia
0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,Dengue
0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,Migraine
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Dengue
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Allergy
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Common Cold
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Anemia
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,Dengue
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Anemia
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Migraine
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Dengue
0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,Dengue
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,Dengue
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,Migraine
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,Dengue
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Diabetes
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,Migraine
1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Diabetes
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Anemia
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,Migraine
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,Migraine
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Migraine
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Anemia
0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Common Cold
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Diabetes
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Common Cold
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Migraine
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,Dengue
1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,Food Poisoning
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,Dengue
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Migraine
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,Food Poisoning
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Allergy
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Diabetes
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,Migraine
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anemia
1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anemia
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,Dengue
